reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
510c9921-9141-42c4-a371-329cd242340f,alex mwangi,https://play-lh.googleusercontent.com/a/ACg8ocIB-K9Fnkx5lnmWLpyf34NEA2rhg0TVw07pFFaTcQyUmO8P6w=mo,Data roaming charges are affecting my dual phone,5,0,,2026-01-26 12:59:37,"Thanks for your kind feedback, Alex.
We would consider it seriously in future updates. If you have any suggestions or questions, please feel free to contact us at info@equitybank.co.ke.",2026-01-28 09:44:17,
aac30f78-02d9-46f5-8645-9529d8a836da,dj faridah,https://play-lh.googleusercontent.com/a-/ALV-UjXTFivVyGLOKAF53Na2QS35_AXWykgNtTaI-jQOQatKnXYf8EE,a verrrrrry nice app ♥️♥️♥️,5,0,0.0.392,2026-01-26 12:27:26,"Hi Faridah, thank you very much for your feedback.",2026-01-28 09:43:37,0.0.392
e1076f5b-9702-4172-a68c-c85510e7e7b0,Nairobi Motorcycle Bazaar kenya,https://play-lh.googleusercontent.com/a-/ALV-UjVJktCjvB0Go8BlAVneDHBbuokOHZK0N3DB3gE86hGt3MvJbIo,so far so good,5,0,0.0.392,2026-01-26 10:34:46,"We're always working hard to improve the app.
Thanks for your download and feedback.
",2026-01-28 09:12:56,0.0.392
ecaed634-0db8-462f-a6fa-e2137b26309b,Wanyonyi Buteyo,https://play-lh.googleusercontent.com/a-/ALV-UjWC2t3aq2ELD-sDCFUMDEgNdbZXZxTMQC3rpWJfsYb12_r9gMkvSg,Great. Prompt and very easy to use!,5,0,0.0.392,2026-01-26 09:01:23,"Hello Wanyonyi, thank you for taking the time to share your thoughts.
We’re happy to provide a seamless experience.",2026-01-27 12:03:22,0.0.392
394a2ee1-6266-4768-93c8-f0c9e10e7b09,Sarah Nanyonjo,https://play-lh.googleusercontent.com/a/ACg8ocLiEnU4gZEiTobwm6a-9rQZNsD3p3kZ1RTZr8aoJXorTlnU_A=mo,simple and secure,4,0,0.0.392,2026-01-26 06:34:35,"Hello Sarah, thank you! If you enjoy using the app, please rate us 5 stars. It would encourage us to continue improving the product!",2026-01-27 12:02:55,0.0.392
b8d4f814-eefd-45f8-a2ca-207abba31ec1,Antony Nzombe,https://play-lh.googleusercontent.com/a/ACg8ocIP7jn2RJcza3ApQwIFIY6mu5VDnEZhfKldn0RmtIJfTobYAA=mo,great 😃,5,0,0.0.392,2026-01-26 06:32:58,"Hi Antony, thanks for your review! It’s users like you who motivate us to keep delivering excellence.",2026-01-27 12:02:41,0.0.392
8bfbc7b0-9a18-45a2-9453-5e4cb274a1f4,george macharia,https://play-lh.googleusercontent.com/a/ACg8ocIcHwkn4aVRjtbHKkVsKVh8v_Rsi8dkCx09lDFrEER1A6bh3A=mo,fast n reliable,5,0,0.0.392,2026-01-25 20:17:29,"Hi George, we appreciate your positive feedback. Your support inspires us to keep improving.",2026-01-27 12:02:20,0.0.392
34f9c9cb-dd5c-4cea-9058-8f6776e464f1,brian mwenda,https://play-lh.googleusercontent.com/a-/ALV-UjVJs1ez4NrAXOjtFH60wiAemLodpGF8zHBfngBEsqw75II4WG4,"Fantastic applications, and it is very easy and reliable..",5,0,0.0.392,2026-01-25 20:13:56,"Thank you for the fantastic review, Brian! We’re thrilled to know the app is meeting your expectations.",2026-01-27 12:02:05,0.0.392
bffddeb8-eb19-4657-8d53-a13f09ce683a,Peris wangare,https://play-lh.googleusercontent.com/a/ACg8ocI0q5Jh3NP_06lK-aDFtDiOXfuUivhgUvI_410QSsprGVlTjA=mo,Sloooow,1,0,0.0.401,2026-01-25 17:02:18,"Hi Peris
Sorry to hear that! Could you write to us at info@equitybank.co.ke with more details of your issue? We'd love to help you troubleshoot.",2026-01-24 00:19:13,0.0.401
a909dcf5-18a5-442b-8bc4-4ba2478eb23f,Joseph Gachithi,https://play-lh.googleusercontent.com/a/ACg8ocKhWdmyDQ4w5XaikUVCCWdeODmz5JH2MbxvCUrbkfCiqDQpdQ=mo,it works perfect,4,0,0.0.392,2026-01-25 14:15:16,"Hi Joseph, is there something we can do to get 5 stars? Please let us know at info@equitybank.co.ke.",2026-01-25 15:28:09,0.0.392
960593e8-6f02-44bc-832b-3966a46f2f4f,Native Son,https://play-lh.googleusercontent.com/a/ACg8ocJIrZ7kILDePNpWA_xhyrZfc7EFveDcDzvioWaEF3bg8XDQkw=mo,good,5,0,0.0.392,2026-01-25 12:29:27,"Hi there, thanks for your support all along. We will keep working to provide a good user experience.
",2026-01-25 15:28:26,0.0.392
71838020-3bd9-4db9-b897-1fd7476e0510,Lewis Kiiru,https://play-lh.googleusercontent.com/a-/ALV-UjV_rSBfWjBvTr9_jgdCxg7pJTt1BSsekTCiil8WO0683P4o0zp2,Good app and easy to use. Keep up equity b.,5,0,0.0.392,2026-01-25 10:06:55,"We're happy to hear that you're enjoying it, Lewis.",2026-01-25 15:29:20,0.0.392
4653efef-1c4b-433c-b730-a4e20a21a0a1,Peter Macharia,https://play-lh.googleusercontent.com/a-/ALV-UjUhtL3R5zQyMkaH-xzv5dRXNwIiWxJSFNpij6TJKcqLijC53Ne2,"good, excellent 💯",5,0,0.0.392,2026-01-25 08:29:54,"Thank you for taking the time to write this positive review, Peter. We have worked to ensure that we make your banking experience easy and wonderful, thank you for your review.",2026-01-25 15:29:47,0.0.392
146835cb-72c9-45e9-84dc-646097cbfb1b,Brian Mutua,https://play-lh.googleusercontent.com/a/ACg8ocI3FC-czScUtufrmTbH7WJarukx9bPPz7rhfU0bupLUwV4NxA=mo,you lower ones loan from 1000ksh to 100 bob surely.you guys you are not serious,1,0,,2026-01-25 08:28:34,"Hi Brian, can you please provide details so that we know the reason for the low rating. This will help our team to improve our app and serve you better. Looking forward for your response. You can also reach out to info@equitybank.co.ke.",2026-01-25 15:30:07,
f6235989-0942-4b84-8543-7e0486391571,WHITE FEATHER PICTURES,https://play-lh.googleusercontent.com/a-/ALV-UjVsR2kaZ8bZTUWwsrhERvpzVb4qEXL48bHTDjcKkGUKymonHirE,Nowadays all the services are very fast.,5,0,0.0.392,2026-01-25 08:13:25,"Hi there, we appreciate the time you took to share this positive review. Our efforts are focused on creating a seamless and delightful banking experience for you. Thank you for acknowledging our commitment in your review",2026-01-25 15:30:35,0.0.392
89162033-1486-4753-8981-90adec4765bb,Pete Anistone,https://play-lh.googleusercontent.com/a/ACg8ocKVdAM3G6xk8ypfk2i66fybnIc3dsfSwB8BcOiSCrmJK1KCWQ=mo,"once i updated it cant realise its been updated and puts me in a "" this version is not available, please update"" loop that has no end . fix the bug Older version was working... updated version is gabbage",1,0,0.0.392,2026-01-25 07:24:11,"We apologize for your bad experience. Could you please update the application. The older version has some issues that we have fixed. If you still face any issues, please contact us at info@equitybank.co.ke.",2026-01-24 00:27:11,0.0.392
c85b28f5-2136-44a8-ad98-ff468bc1fea8,Pheristers Kerubo,https://play-lh.googleusercontent.com/a/ACg8ocIa3MmA4uGFfJYby-1rC6O9RgDfWWfUQHKm9NOwsTwOIn8_Ag=mo,good,4,0,0.0.392,2026-01-24 22:18:48,"Hi Kerubo, we are glad you liked the app. We request you to give us a 5-star rating as it is the best encouragement for our team.",2026-01-25 15:31:03,0.0.392
6edfd2bb-bd57-4301-8d2b-1adf3807eb82,eliya hitayezu,https://play-lh.googleusercontent.com/a-/ALV-UjWlHm21mU8RCZAVKha6zFmrpQGBKV4SKDJ0d-u4fPBTqufU864,is the nearest drawer of financial options thank you Equity bank.,5,0,0.0.392,2026-01-24 20:15:14,Wow! thanks for the 5-star rating/review! We will keep working to provide a undisputed user experience.,2026-01-25 15:37:13,0.0.392
94e89137-1b04-4197-86a2-060ad6f3c672,Komagum Patrick,https://play-lh.googleusercontent.com/a-/ALV-UjUhgo5S8CHHtfazo-3PND6Qz-A17U6iRRZAQ60Ob2guS7jPKNmP,it's easy to use and it's just at my finger tip,5,0,0.0.392,2026-01-24 19:29:43,"Thank you for your rating and review, it is a testament to the hard work our developers put into our App.
Thank you, Patrick!",2026-01-25 15:31:30,0.0.392
c144556f-d172-4f69-93f8-5e6eddfcd082,amos warega,https://play-lh.googleusercontent.com/a-/ALV-UjX7U4lWgQ1_O85jH6Qwm_7UagVeeMrFMxs8SejWzaje9_242Vs,best banking app,5,0,0.0.392,2026-01-24 19:15:56,"Thank you for the splendid review, Amos. We're delighted to hear that you're having a great experience with the App. Feel free to recommend the App to fellow members.",2026-01-25 15:36:19,0.0.392
71ee545c-99ab-4467-ab4a-da241f05aaa6,ayepa fred,https://play-lh.googleusercontent.com/a/ACg8ocKwCQxagaD50tEzqJlcVpNsxS6_HF4kcyKszZIG9HzsNLxs=mo,"This app hasn't been helpful to me,so complicated & ridiculously annoying 😭",2,0,0.0.392,2026-01-24 17:29:29,"Hello Fred,
Sorry to hear that! Could you write to us at info@equitybank.co.ke with more details of your issue? We'd love to help you troubleshoot.",2026-01-25 15:32:59,0.0.392
8fee6f60-f44f-475c-8c2b-a5514a6a09ee,Andrew Oirere,https://play-lh.googleusercontent.com/a-/ALV-UjWWH5R0WIKAMFE4rvcMbeukN-YbxPyNC5TsKuxQZKWMXUXFUEM,goood,5,0,0.0.392,2026-01-24 12:13:16,"Thank you for the five star review, we are honored.",2026-01-25 15:33:37,0.0.392
0e06beb3-9da7-4682-9990-63742b41ad94,Joshua Kiangi,https://play-lh.googleusercontent.com/a-/ALV-UjWqUFuti6crWFXuNv7Xs3xCN9MDGFGKdebmrYEePfJHIUDx2iMk,Reliable and Convenient to all🎉🎉🎉,5,0,0.0.392,2026-01-24 10:50:29,Thank you so much for your review!,2026-01-25 15:33:45,0.0.392
c4c585be-ff2c-4330-86c8-7427214dd1c6,Alphonse Adika,https://play-lh.googleusercontent.com/a-/ALV-UjXOeai8dTxqnsOxDOAQDPGCCvNcHW7pq5lBbJse188pi5f-2Dq_,wonderful,5,0,0.0.392,2026-01-24 10:40:15,It is delightful to hear such positive words and it’s always a pleasure to serve our users.,2026-01-25 15:33:52,0.0.392
26799794-fa6d-4c9c-9fb6-62c7f5586de0,Uhuru Chadwin,https://play-lh.googleusercontent.com/a-/ALV-UjXyE8rwVzMUie5yzKaEbFuqzCivye9nlXCeSGKfq4sIkupelbD4,"Thank you for your reply, I uninstalled the app then re installed it again, now it is working",4,0,0.0.392,2026-01-24 10:12:36,"Hello Chadwin, thank you for writing in.
Please share your ID number and a screenshot of where you are getting stuck for further support.",2026-01-24 00:20:29,0.0.392
ced6f908-dc81-4e64-ab6e-528dd11d7ce4,Silvesther Waithaka,https://play-lh.googleusercontent.com/a/ACg8ocJzuR65tPhha0kvrBlkMZXiP8vAQvDRmnUdGMzzke-yCprYzQ=mo,good app,3,0,0.0.392,2026-01-24 09:19:09,"We appreciate the feedback, Waithaka!
Please let us know how we can earn your 5 star rating!",2026-01-28 09:13:32,0.0.392
d3105771-477b-49e4-bb02-4d1f4ecc4b20,Gordon Otieno,https://play-lh.googleusercontent.com/a/ACg8ocInd7zgTidtiJPfJHcs5QaiPwRu65rwMiEC0ZPe-7feh-ymGQ=mo,Always render a good service,5,0,0.0.392,2026-01-24 08:18:09,"Hi Gordon, thank you very much for your feedback.",2026-01-28 09:16:58,0.0.392
4d0b621f-4523-4544-90e8-31b1af652136,Lekonia Ndyaguma,https://play-lh.googleusercontent.com/a-/ALV-UjUHDEc9aayHco76kWhywDMw1tD8MGBqFPxyyMXFIZ3KNcKvy7Q,"I called you yesterday,did you help me?",5,0,0.0.401,2026-01-24 07:58:46,"Hi Lekonia, if you have encountered any problem, can you please send your feedback at info@equitybank.co.ke. Thank you for your help.",2026-01-24 00:17:35,0.0.401
43f08c89-b79b-4503-ab7a-26017f8312e1,Ssenoga Edimorn,https://play-lh.googleusercontent.com/a/ACg8ocLwsoauWx3iIkgtH8wOrA65T5NoExI2evO6HGQzhUe66fuZFA=mo,now everything is doing well,4,0,0.0.392,2026-01-24 04:16:19,"Hi Edimorn, please email us a screenshot of the error you are facing along with your mobile number at info@equitybank.co.ke so we can look into this for you. We apologise for any inconvenience.",2026-01-24 00:01:26,0.0.392
a3dc583e-950c-4aa8-985d-140145891d0a,Eden Joshua Odyang,https://play-lh.googleusercontent.com/a-/ALV-UjVHUGzqrLh14t9RVYKKjc_mdoq6AQb4EIuK32C57r3F_D0GciJa,"The app has been functioning exceptionally however, for this latest update, I personally haven't been able to have access as it keeps on directing me to update which has already been done, I'm currently not able to use the app because of that.",5,0,0.0.401,2026-01-23 22:15:57,"Hi Eden, can you please send us your account details along with the screenshot of the problem to info@equitybank.co.ke so that we can help you. Thank you for using our app.",2026-01-24 00:10:44,0.0.401
0a5a5aa3-3ff8-47a1-9a58-dab86e4eed51,K Karis,https://play-lh.googleusercontent.com/a-/ALV-UjVsK3-7bjG98Yb8TeZHYn7mhsrw6lBgV4I_KJdFxVtR9tb92fKxVw,good,5,0,0.0.392,2026-01-23 21:47:57,"Hi Karis, thank you for your continued support! We’ll keep striving to make your experience even better.",2026-01-24 00:11:25,0.0.392
478c4030-169a-41e3-87ba-9548fbb377c8,Matano Mwambega,https://play-lh.googleusercontent.com/a/ACg8ocLyyJ-kMeRYE-vN2QM8u7BxBn2wtpZAM5EMGlA_WIz91VP4Iw=mo,nice,5,0,0.0.401,2026-01-23 21:39:57,Hi Mwambega! We truly appreciate your support and will keep working hard to ensure a great experience.,2026-01-24 00:12:03,0.0.401
4a0d9633-8097-43e5-a3a7-7d6c48d2efd2,Mikael Kweona,https://play-lh.googleusercontent.com/a-/ALV-UjU_TuHHkavLLeAPsogNv602loF5nMUUhv-OeEL-mqv3S_vZ4vY,I have updated my mobile banking app but I'm still instructed to update. very boring 😞😞😞,1,0,0.0.401,2026-01-23 21:34:45,"Hi Mikael, please email us a screenshot of the error you are facing along with your mobile number at info@equitybank.co.ke so we can look into this for you. We apologise for any inconvenience.",2026-01-24 00:12:21,0.0.401
fdc1a947-e0f5-490f-a818-0473d7d16ffe,Marie Mariano,https://play-lh.googleusercontent.com/a-/ALV-UjXkx1ZgJYcJ7vlQnjsTT6WBI-RQPv6ShYtiIPt61PUYjARZIKy4ig,what happening to the app? I'm trying to login and it keeps telling me to update even when I update still not allowing me in. this is very bad how do you expect me to survive if I can't acce my own money,1,0,,2026-01-23 21:19:47,"Hi Marie, please email us a screenshot of the error you are facing along with your mobile number at info@equitybank.co.ke so we can look into this for you. We apologise for any inconvenience.",2026-01-24 00:13:03,
636a605f-6bb1-4980-a127-f69038eb6849,David Omanyo,https://play-lh.googleusercontent.com/a-/ALV-UjXvojVVxtnLNnMd6oSIfMJF7rYcg8roRWn0gwMM1gX51m4Cf8emIw,this thing keeps on asking for update. its not working,1,0,0.0.401,2026-01-23 21:15:49,"Hi David, can you please send us your account details along with the screenshot of the problem to info@equitybank.co.ke so that we can help you. Thank you for using our app.",2026-01-24 00:13:16,0.0.401
79f8a165-4968-4bc2-9069-b49a711a1cd1,Peter Marua,https://play-lh.googleusercontent.com/a-/ALV-UjU24-64anBrCe0pjswWBaoQzzLpWQApWLb7xkhOA74j8aDKFr23,not always reliable,3,0,0.0.401,2026-01-23 20:59:33,"Hello Peter,
Sorry to hear that! Could you write to us at info@equitybank.co.ke with more details of your issue? We'd love to help you troubleshoot.",2026-01-24 00:13:54,0.0.401
dc8eb55b-8a03-460a-b35c-2275ca4300e1,LUCY MAINA,https://play-lh.googleusercontent.com/a-/ALV-UjUkZmIGf_-xb2oHJl1-xDSaqncHV5wrQ1PG22KzYWhqqqdjGsYY,it's convenient and effective,3,0,0.0.401,2026-01-23 20:59:01,"Hi Lucy, is there something we can do to get 5 stars? Please let us know at info@equitybank.co.ke.",2026-01-24 00:14:11,0.0.401
8153d6fa-e5d2-4bde-b94e-2f81c36684db,Robin Mukoto,https://play-lh.googleusercontent.com/a-/ALV-UjVd2LYIIKu7PZ9jMg37NAjnzAQ8OqBtwiNNEaQUDDxHypC0yVT2,Good,4,0,0.0.401,2026-01-23 20:58:18,"Hi Robin, thanks for your support. If you like us, please encourage us with 5★.
",2026-01-24 00:14:31,0.0.401
bfe478bf-d8a7-45fb-8661-484eefa1f206,rass mugo,https://play-lh.googleusercontent.com/a/ACg8ocJyoR2iQaVLpxm07Hbvuv90Na-pTtWi5bwNPwvOSe_7ZE8WDQ=mo,new update not working,1,0,,2026-01-23 20:56:58,"Hi Mugo,
We are sorry for the inconvenience caused. Kindly share your concern along with the error screenshot at info@equitybank.co.ke for further assistance.",2026-01-24 00:14:51,
9d2301f4-ebb0-4589-ab9d-597a1ab7e616,Mandy Grace,https://play-lh.googleusercontent.com/a-/ALV-UjV3_a__qs2tmCxRosbovY7sMYAmsFoUaExsqWf7hkrtIwI8ZyouIQ,"Am from Rwanda, so this app i would have rated it with 5 stars but when the app have been updated, i updated it but when i open it still it asks me to update yet the update was done on playstore. Secondly, i don't why i try to borrow a 1 month loan, it gives me error and i couldn't understand why",4,0,0.0.401,2026-01-23 20:53:53,"Hi Grace, can you please send us your account details along with the screenshot of the problem to info@equitybank.co.ke so that we can help you. Thank you for using our app.",2026-01-24 00:15:08,0.0.401
62bfbf14-9eba-4b80-a5b7-e2dd2cccfddd,Brian Okoth,https://play-lh.googleusercontent.com/a/ACg8ocKDjsevbHTVxn_9uWoJ1B7G3YMpnDZ1C410CHfUn9yw0wQLtg=mo,Recently it doesn't work for me,5,0,0.0.401,2026-01-23 20:50:38,"Hi Brian, can you please send us your account details along with the screenshot of the problem to info@equitybank.co.ke so that we can help you. Thank you for using our app.",2026-01-24 00:15:28,0.0.401
